name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
plan15,0,2,1.2500000000000001e-05,128,EventLocationLimited,-10.351485550570892,5.04095561e-06,-10.351485617583478,6.70125857e-08
plan15,0,2,1.2500000000000001e-05,256,EventLocationLimited,-10.351485550570892,5.04095561e-06,-10.351485617547951,6.69770586e-08
plan15,0,3,0.00050000000000000001,128,EventLocationLimited,-4.9880854987725982,2.23662562e-06,-4.9880838047027254,1.69406987e-06
plan15,0,3,0.00050000000000000001,256,EventLocationLimited,-4.9880854987725982,2.23662562e-06,-4.9880838047027254,1.69406987e-06
plan15,0,3,0.00014999999999999999,128,EventLocationLimited,-4.9880854987725982,2.23662562e-06,-4.9880853334283159,1.65344282e-07
plan15,0,3,0.00014999999999999999,256,EventLocationLimited,-4.9880854987725982,2.23662562e-06,-4.9880853334283159,1.65344282e-07
plan15,0,3,5.0000000000000002e-05,128,EventLocationLimited,-4.9880854987725982,2.23662562e-06,-4.9880854678008291,3.09717691e-08
plan15,0,3,5.0000000000000002e-05,256,EventLocationLimited,-4.9880854987725982,2.23662562e-06,-4.9880854678008291,3.09717691e-08
plan15,0,4,0.0011999999999999999,128,EventLocationLimited,1.238487852695942,1.45080751e-06,1.2384948581985653,7.00550262e-06
plan15,0,4,0.0011999999999999999,256,EventLocationLimited,1.238487852695942,1.45080751e-06,1.2384948581981952,7.00550225e-06
plan15,0,4,0.00035999999999999997,128,EventLocationLimited,1.238487852695942,1.45080751e-06,1.2384885219250841,6.69229142e-07
plan15,0,4,0.00035999999999999997,256,EventLocationLimited,1.238487852695942,1.45080751e-06,1.2384885219250841,6.69229142e-07
plan15,0,4,0.00012,128,EventLocationLimited,1.238487852695942,1.45080751e-06,1.2384879649052216,1.1220928e-07
plan15,0,4,0.00012,256,EventLocationLimited,1.238487852695942,1.45080751e-06,1.2384879649052216,1.1220928e-07
plan15,0.5,0,0.000125,128,TopologyUnresolved,7.3097580434614722,1.75981184e-06,7.3097575748555244,4.68605948e-07
plan15,0.5,0,0.000125,256,TopologyUnresolved,7.3097580434614722,1.75981184e-06,7.3097575748519716,4.68609501e-07
plan15,0.5,0,3.7499999999999997e-05,128,TopologyUnresolved,7.3097580434614722,1.75981184e-06,7.3097580014547257,4.20067465e-08
plan15,0.5,0,3.7499999999999997e-05,256,TopologyUnresolved,7.3097580434614722,1.75981184e-06,7.3097580014547257,4.20067465e-08
plan15,0.5,0,1.2500000000000001e-05,128,TopologyUnresolved,7.3097580434614722,1.75981184e-06,7.3097580389358541,4.5256181e-09
plan15,0.5,0,1.2500000000000001e-05,256,TopologyUnresolved,7.3097580434614722,1.75981184e-06,7.3097580389358541,4.5256181e-09
plan15,0.5,1,0.000125,128,TopologyUnresolved,-17.35226079514425,2.82875571e-06,-17.352266256327908,5.46118366e-06
plan15,0.5,1,0.000125,256,TopologyUnresolved,-17.35226079514425,2.82875571e-06,-17.352266256324356,5.46118011e-06
plan15,0.5,1,3.7499999999999997e-05,128,TopologyUnresolved,-17.35226079514425,2.82875571e-06,-17.352261286767146,4.91622895e-07
plan15,0.5,1,3.7499999999999997e-05,256,TopologyUnresolved,-17.35226079514425,2.82875571e-06,-17.352261286755304,4.91611054e-07
