name,u,policy,warm,rtol,repeat,stop,value_stop,gradient_stop,value_converged,mu,value_error,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,nodes,evaluations,event_double_checks,event_dd_checks,event_dd_accepts,qf_family_constructions,event_qf_refinements,gq0,gq1,gq2,gq3,gq4,gr0,gr1,gr2,gr3,gr4
resonant,0.5,None,0,1.0e-03,0,Converged,Converged,Converged,1,13.877484232546381,0.012850366,1.194837,0.405700,0.788464,0.000024,0.001747,0.523427,0.003003,103,103,8,3,3,1,5,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,None,0,1.0e-04,0,Converged,Converged,Converged,1,13.877481553095594,0.001385955,1.300547,0.411283,0.888069,0.000019,0.001383,0.525864,0.001795,159,159,8,3,3,1,5,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,None,1,1.0e-03,0,Converged,Converged,Converged,1,13.960822824509574,0.012731107,1.159607,0.369160,0.789388,0.000024,0.001431,0.537177,0.001765,103,103,8,2,2,1,6,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,None,1,1.0e-04,0,Converged,Converged,Converged,1,13.960820125801241,0.0011646163,1.264585,0.375158,0.888090,0.000028,0.001324,0.512563,0.001761,159,159,8,2,2,1,6,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested,NotRequested
resonant,0.5,Strict,0,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.877484232546381,0.012850366,2.222754,0.408192,1.813908,0.000018,0.001731,0.530864,0.003110,351,351,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,Strict,0,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.877481553095594,0.001385955,2.137909,0.406845,1.729164,0.000018,0.001448,0.523499,0.001894,351,351,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,Strict,1,1.0e-03,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.960822824509574,0.012731107,2.026652,0.444102,1.341142,0.000117,0.003067,0.558407,0.014907,231,231,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,Strict,1,1.0e-04,0,InnerAccuracyLimited,Converged,InnerAccuracyLimited,1,13.960820125801241,0.0011646163,1.657302,0.378743,1.276338,0.000019,0.001549,0.536600,0.001850,231,231,8,2,2,1,6,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited,InnerAccuracyLimited
resonant,0.5,ValueFirst,0,1.0e-03,0,Converged,Converged,BudgetExceeded,1,13.877484232546381,0.012850366,1.414313,0.420488,0.991887,0.000037,0.002604,0.527467,0.006877,143,143,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
resonant,0.5,ValueFirst,0,1.0e-04,0,Converged,Converged,BudgetExceeded,1,13.877481553095594,0.001385955,1.542074,0.409813,1.130783,0.000032,0.001555,0.524196,0.002057,191,191,8,3,3,1,5,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,FiniteUncertified,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded,BudgetExceeded
