max_level	grad_rtol	kind	name	u	parameter	rounds	tol	level	nodes	converged	mu	grad	error	quality	n	h	stop	grad_reason	radial	inner	geometry	reference	absolute_error	relative_error
4	0.001	budget	rand030	0.0	2	8	0.001	3	139	1	2.537701552317485	-0.0601736621285485	14.36554652723726	2	0	0	Converged	2	14.365140097257566	0.0	2.3088828280116635e-08	0.0129986580934943	0.0731723202220428	5.629221085418411
4	0.001	budget	rand030	0.0	2	32	0.001	3	320	1	2.537701552317485	0.0129970583985687	0.1145859109206931	2	0	0	Converged	2	0.1141793371706338	0.0	2.4443423466481868e-08	0.0129986580934943	1.5996949256011361e-06	0.00012306615914467106
4	0.001	budget	rand030	0.0	2	64	0.001	3	495	1	2.537701552317485	0.0129986869043449	0.0011304887026877	2	0	0	Converged	4	0.000723747640877	0.0	1.182943211854332e-07	0.0129986580934943	2.8810850599345073e-08	2.2164480665711655e-06
5	0.01	budget	rand030	0.0	2	8	0.001	3	143	1	2.5376970830853254	-0.5023180315837978	29.518814133570693	2	0	0	Converged	2	29.518407703587226	0.0	2.3092606035372493e-08	0.0129986580934943	0.5153166896772922	39.64383753852277
5	0.01	budget	rand030	0.0	2	32	0.001	3	367	1	2.5376970830853254	0.0129970411209931	0.0633870633921395	2	0	0	Converged	2	0.0629804424088256	0.0	3.610224510095484e-08	0.0129986580934943	1.6169725012005198e-06	0.00012439534062441403
5	0.01	budget	rand030	0.0	2	64	0.001	3	445	1	2.5376970830853254	0.0129986902380528	0.0008979493992496	2	0	0	Converged	4	0.0004912022499519	0.0	1.244390850094144e-07	0.0129986580934943	3.214455849935571e-08	2.4729136090935224e-06
5	0.001	budget	rand030	0.0	2	8	0.001	3	143	1	2.5376970830853254	-0.5023180315837978	29.518814133570693	2	0	0	Converged	2	29.518407703587226	0.0	2.3092606035372493e-08	0.0129986580934943	0.5153166896772922	39.64383753852277
5	0.001	budget	rand030	0.0	2	32	0.001	3	367	1	2.5376970830853254	0.0129970411209931	0.0633870633921395	2	0	0	Converged	2	0.0629804424088256	0.0	3.610224510095484e-08	0.0129986580934943	1.6169725012005198e-06	0.00012439534062441403
5	0.001	budget	rand030	0.0	2	64	0.001	3	445	1	2.5376970830853254	0.0129986902380528	0.0008979493992496	2	0	0	Converged	4	0.0004912022499519	0.0	1.244390850094144e-07	0.0129986580934943	3.214455849935571e-08	2.4729136090935224e-06
6	0.01	budget	rand030	0.0	2	8	0.001	3	177	1	2.5376970830853254	0.0127460667949154	1.2845473834563237	2	0	0	Converged	2	1.284140762488428	0.0	3.610754840252553e-08	0.0129986580934943	0.0002525912985789011	0.01943210574215507
