plan15 nodes=576 transported=576 accurate=576 seeds=9 err=4.797e-13 conn=974/974 steps=974 rejected=308 ms=540.326/14.222
rand004 nodes=192 transported=192 accurate=192 seeds=3 err=5.734e-15 conn=246/246 steps=246 rejected=0 ms=136.402/2.738
rand005 nodes=128 transported=128 accurate=128 seeds=2 err=6.224e-15 conn=164/164 steps=164 rejected=0 ms=90.914/1.846
rand006 nodes=320 transported=320 accurate=320 seeds=5 err=2.494e-14 conn=432/432 steps=432 rejected=22 ms=241.117/5.071
rand007 nodes=128 transported=128 accurate=128 seeds=2 err=3.463e-14 conn=164/164 steps=164 rejected=0 ms=92.956/1.858
rand008 nodes=128 transported=128 accurate=128 seeds=2 err=8.457e-15 conn=164/164 steps=164 rejected=0 ms=90.942/1.845
rand009 nodes=128 transported=128 accurate=128 seeds=2 err=9.312e-15 conn=164/164 steps=164 rejected=0 ms=92.145/1.854
rand010 nodes=320 transported=320 accurate=320 seeds=5 err=1.222e-13 conn=410/410 steps=410 rejected=0 ms=228.066/4.599
rand011 nodes=256 transported=256 accurate=256 seeds=4 err=1.419e-14 conn=328/328 steps=328 rejected=0 ms=182.952/3.695
rand012 nodes=128 transported=128 accurate=128 seeds=2 err=7.062e-15 conn=164/164 steps=164 rejected=0 ms=90.954/1.864
rand013 nodes=128 transported=128 accurate=128 seeds=2 err=2.708e-14 conn=172/172 steps=172 rejected=8 ms=111.881/2.324
rand014 nodes=128 transported=128 accurate=128 seeds=2 err=3.364e-15 conn=164/164 steps=164 rejected=0 ms=110.491/2.175
rand015 nodes=128 transported=128 accurate=128 seeds=2 err=3.717e-15 conn=164/164 steps=164 rejected=0 ms=108.193/2.134
rand016 nodes=256 transported=256 accurate=256 seeds=4 err=2.562e-15 conn=328/328 steps=328 rejected=0 ms=201.778/3.948
rand017 nodes=128 transported=128 accurate=128 seeds=2 err=2.731e-14 conn=164/164 steps=164 rejected=0 ms=95.141/1.873
rand018 nodes=128 transported=128 accurate=128 seeds=2 err=1.154e-14 conn=164/164 steps=164 rejected=0 ms=92.284/1.818
rand019 nodes=128 transported=128 accurate=128 seeds=2 err=3.947e-14 conn=164/164 steps=164 rejected=0 ms=90.963/1.819
rand020 nodes=192 transported=192 accurate=192 seeds=3 err=1.938e-14 conn=246/246 steps=246 rejected=0 ms=138.641/2.740
rand021 nodes=128 transported=128 accurate=128 seeds=2 err=1.916e-14 conn=164/164 steps=164 rejected=0 ms=91.077/1.801
rand022 nodes=128 transported=128 accurate=128 seeds=2 err=1.300e-14 conn=164/164 steps=164 rejected=0 ms=92.921/1.833
rand023 nodes=128 transported=128 accurate=128 seeds=2 err=1.342e-13 conn=164/164 steps=164 rejected=0 ms=91.007/1.806
rand024 nodes=128 transported=128 accurate=128 seeds=2 err=4.458e-14 conn=164/164 steps=164 rejected=0 ms=90.994/1.812
rand025 nodes=704 transported=704 accurate=704 seeds=11 err=1.128e-14 conn=953/953 steps=953 rejected=63 ms=533.413/11.292
rand026 nodes=128 transported=128 accurate=128 seeds=2 err=1.046e-14 conn=164/164 steps=164 rejected=0 ms=91.437/1.815
rand027 nodes=128 transported=128 accurate=128 seeds=2 err=1.866e-13 conn=164/164 steps=164 rejected=0 ms=91.015/1.808
rand028 nodes=256 transported=256 accurate=256 seeds=4 err=2.346e-14 conn=328/328 steps=328 rejected=0 ms=182.064/3.633
rand029 nodes=320 transported=320 accurate=320 seeds=5 err=3.792e-13 conn=513/513 steps=513 rejected=130 ms=288.092/7.174
rand030 nodes=320 transported=320 accurate=320 seeds=5 err=5.901e-15 conn=410/410 steps=410 rejected=0 ms=230.022/4.631
rand031 nodes=256 transported=256 accurate=256 seeds=4 err=6.235e-14 conn=462/462 steps=462 rejected=185 ms=256.296/7.171
rand032 nodes=128 transported=128 accurate=128 seeds=2 err=1.866e-13 conn=164/164 steps=164 rejected=0 ms=91.031/1.800
rand033 nodes=704 transported=704 accurate=704 seeds=11 err=9.148e-10 conn=1860/1860 steps=1860 rejected=2954 ms=1040.970/52.767
rand034 nodes=128 transported=128 accurate=128 seeds=2 err=1.407e-14 conn=164/164 steps=164 rejected=0 ms=91.104/1.819
rand035 nodes=192 transported=192 accurate=192 seeds=3 err=6.047e-14 conn=298/298 steps=298 rejected=52 ms=167.111/3.937
rand036 nodes=128 transported=128 accurate=128 seeds=2 err=2.886e-14 conn=164/164 steps=164 rejected=0 ms=90.883/1.847
rand037 nodes=320 transported=320 accurate=320 seeds=5 err=1.917e-14 conn=410/410 steps=410 rejected=0 ms=227.441/4.600
rand038 nodes=128 transported=128 accurate=128 seeds=2 err=3.090e-15 conn=164/164 steps=164 rejected=0 ms=90.929/1.832
rand039 nodes=128 transported=128 accurate=128 seeds=2 err=2.287e-14 conn=164/164 steps=164 rejected=0 ms=91.124/1.844
TOTAL cases=54 all_true_accurate=50 nodes=13952 transported=13952 accurate=13950 worst=9.499e-09 connections=25664/25664 steps=25664 rejected=21966 connection_ms=14355.578 transport_ms=525.458
