case profile db epoch whole mu ok nodes topology setup physics estimator scheduler struct expand presearch real qf residual completeness classification soft probes arc endpoint k rescue trajectory_pos bracket_attempts bracket_successes
1 uniform 0 23 0.36381999999999998 47.308632444160537 1 67 0.212671 0.015696999999999999 0.109378 0.0030850000000000001 0.00085999999999999998 0.00231 0.0088839999999999995 0.058286999999999999 0.030922000000000002 0 0.025253999999999999 0.00074700000000000005 0.0041359999999999999 0.00084699999999999999 0.0035820000000000001 0.070595999999999992 0.028684000000000008 0 0 3 32 32
1 uniform 1 0 0.71549200000000002 83.302701421144761 1 59 0.59419100000000002 0.01159 0.086968999999999991 0.0027980000000000001 0.000892 0.0026519999999999998 0.010123 0.190778 0.083017999999999995 0 0.026376 0.00073099999999999999 0.19370899999999999 0.00093899999999999995 0.0036059999999999998 0.050904000000000019 0.027191000000000003 0 0 0 0 0
1 uniform 1 7 0.60514500000000004 83.062707442079969 1 59 0.45735300000000001 0.011331000000000001 0.113362 0.002826 0.00076300000000000001 0.0026050000000000001 0.0092960000000000004 0.058857 0.067876000000000006 0 0.025517000000000001 0.00073200000000000001 0.20844600000000002 0.0010460000000000001 0.0035430000000000001 0.076686999999999977 0.027855999999999999 0 0 1 32 32
1 uniform 1 15 0.60741400000000001 82.752218227224901 1 59 0.45755299999999999 0.011068 0.11538100000000001 0.0027020000000000004 0.00075599999999999994 0.0023600000000000001 0.0095219999999999992 0.054989999999999997 0.073414999999999994 0 0.026460000000000001 0.00081800000000000004 0.20562000000000002 0.0010150000000000001 0.0034549999999999997 0.075003999999999987 0.031521999999999994 0 0 2 32 32
1 uniform 1 23 0.56644899999999998 82.404374867057825 1 59 0.42133500000000002 0.010987 0.111815 0.0026329999999999999 0.000678 0.0023040000000000001 0.0090449999999999992 0.058527999999999997 0.103536 0 0.025673000000000001 0.00078600000000000002 0.13833699999999999 0.00088400000000000002 0.0033440000000000006 0.076727999999999991 0.025937000000000002 0 0 3 32 32
1 uniform 2 0 0.96956399999999998 70.367357907743497 1 90 0.79950900000000003 0.011509999999999999 0.12360399999999995 0.0051780000000000003 0.001217 0.002591 0.0096279999999999994 0.18595800000000001 0.083104999999999998 0 0.028457 0.00080599999999999997 0.40203 0.00099400000000000009 0.0034950000000000003 0.066356999999999999 0.043703000000000006 0 0 0 0 0
1 uniform 2 7 1.009765 62.370752456032321 1 82 0.81342400000000004 0.015901999999999999 0.14607300000000004 0.00462 0.0012200000000000002 0.0026670000000000001 0.0099419999999999994 0.053352999999999998 0.103576 0 0.026043 0.00086300000000000005 0.52309900000000009 0.00075799999999999999 0.0040140000000000002 0.092228000000000018 0.041102999999999966 0 0 1 30 30
1 uniform 2 15 1.049744 57.896237569335817 1 82 0.85124299999999997 0.014203 0.15086800000000006 0.0044489999999999998 0.0011280000000000001 0.0025899999999999999 0.011318 0.060391 0.12737100000000001 0 0.025899999999999999 0.00087600000000000004 0.53078999999999998 0.00062 0.004019 0.098185000000000022 0.040110999999999973 0 0 2 30 30
1 uniform 2 23 0.87668299999999999 54.883089801390021 1 82 0.68622499999999997 0.013724999999999999 0.14475399999999997 0.0040410000000000003 0.0010150000000000001 0.0024919999999999999 0.0096159999999999995 0.054997999999999998 0.10774499999999999 0 0.026008 0.00085099999999999998 0.39246699999999995 0.00072800000000000002 0.0036029999999999994 0.092713000000000059 0.039729 0 0 3 28 28
1 uniform 3 0 0.68732800000000005 39.82384628362535 1 67 0.52941099999999996 0.013955 0.11466999999999998 0.0035270000000000006 0.00091800000000000009 0.0028210000000000002 0.01014 0.188885 0.041794999999999999 0 0.026387000000000001 0.00079699999999999997 0.16606200000000002 0.00076099999999999996 0.0037319999999999996 0.075173000000000004 0.029486000000000002 0 0 0 0 0
