# fair V2 pure finite-source kernel; HEAD=8a9f701; n_r=64; timer=flux_value_integrate only; LensParams/PrimaryFrame/classify_cells(D14+topology)/I-O outside timer; no epoch_value; mapping=LensParams{time,y,rho,1/q,s,true}; repeats=3 median
# case_id configuration_id profile d_bin_index epoch_index s q rho x y time u X reference v2_mu F0 F_half status_code status ms ratio_v2_over_reference relative_error
0 0 linear 3 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.01899810560099353 0.5 0.064267486171423319 497.79328032918818 497.79294892148499 4.6914167378730767e-05 3.0790697869496493e-05 0 OK 0.44646999999999998 0.99999933424633014 6.6575366981008951e-07
0 0 linear 3 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019022128342416442 0.5 0.064243463430000411 510.01613600715001 510.01573276935 4.8110411820522228e-05 3.15024149083052e-05 0 OK 0.44574599999999998 0.99999920936266218 7.9063733781369777e-07
0 0 linear 3 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.019046151083839356 0.5 0.064219440688577489 523.73830156079396 523.73779813015676 4.9464660379032842e-05 3.229016382504817e-05 0 OK 0.44578499999999999 0.99999903877444962 9.6122555042299549e-07
0 0 linear 4 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436169617852388 0.5 -1.060351370012822 2.6196492485236935 2.6197137258729009 2.4642847131679919e-07 1.6250560960766284e-07 0 OK 0.58921400000000002 1.0000246129703219 2.4612970321760912e-05
0 0 linear 4 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436379816839837 0.5 -1.0603723899115669 2.5174345319049873 2.5174757236782455 2.3658577441332399e-07 1.5638908048956438e-07 0 OK 0.59067400000000003 1.0000163625995973 1.6362599597356612e-05
0 0 linear 4 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436620044254067 0.5 -1.0603964126529899 2.4212347726041608 2.4212389755834249 2.2737208217195752e-07 1.5058033507118183e-07 0 OK 0.61590699999999998 1.0000017358825801 1.7358825801340757e-06
0 0 linear 4 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1436514944760341 -4.0397331535590295 1.1436860271668294 0.5 -1.0604204353944127 2.3408523335578364 2.3408508725695261 2.1970795736394187e-07 1.4569597616565879e-07 0 OK 0.43450100000000003 0.9999993758733563 6.2412664369589068e-07
0 0 uniform 0 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409565850100225 0 -1.0576909932376057 6.8139830013407305 6.8144502198891459 6.3823636380284352e-07 0 0 OK 0.70930400000000005 1.000068567612852 6.8567612851900192e-05
0 0 uniform 0 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1409776049087674 0 -1.0577120131363507 6.9223164812350113 6.9227868759114832 6.4838309481930118e-07 0 0 OK 0.70241699999999996 1.0000679533618186 6.795336181855643e-05
0 0 uniform 0 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410016276501904 0 -1.0577360358777737 7.0045095553354182 7.004980115379678 6.5608125279164168e-07 0 0 OK 0.69314299999999995 1.0000671795848863 6.7179584886338772e-05
0 0 uniform 0 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1409911177008178 -4.0472265932659397 1.1410256503916132 0 -1.0577600586191964 7.0403851828477153 7.0408522427671523 6.5944100969159403e-07 0 0 OK 0.69279000000000002 1.0000663401088588 6.6340108858652702e-05
0 0 uniform 1 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025981272914744842 0 0.10924686468716169 627.73840599620598 627.80359375910245 5.8799619915586567e-05 0 0 OK 0.75428499999999998 1.0001038454271298 0.00010384542712982453
0 0 uniform 1 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025960253015999791 0 0.10922584478841664 631.60308179632364 631.6676378239714 5.9161523422686519e-05 0 0 OK 0.76412100000000005 1.000102209804715 0.00010220980471495839
0 0 uniform 1 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.02593623027457688 0 0.10920182204699373 635.57229076759938 635.63673375707322 5.9533266010009837e-05 0 0 OK 0.94745100000000004 1.0001013936422496 0.00010139364224957418
0 0 uniform 1 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 -0.025946740223949404 -0.00013422659447861403 -0.025912207533153965 0 0.10917779930557081 638.98258495925404 639.0476622199692 5.9852731045207614e-05 0 0 OK 0.95408499999999996 1.0001018451241817 0.00010184512418175904
0 0 uniform 2 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1409988887697833 0 -1.0577332969973665 2.3738777323473541 2.3738776880939332 2.223356272146074e-07 0 0 OK 0.38563399999999998 0.99999998135817181 1.8641828230964633e-08
0 0 uniform 2 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410199086685282 0 -1.0577543168961114 2.4185460257116032 2.418545977257534 2.2651922611593366e-07 0 0 OK 0.38722499999999999 0.9999999799656204 2.0034379617456904e-08
0 0 uniform 2 15 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.1410439314099512 0 -1.0577783396375344 2.4760800674538403 2.4760800093258122 2.3190782097498765e-07 0 0 OK 0.37204300000000001 0.99999997652417261 2.3475827350121971e-08
0 0 uniform 2 23 0.2310772011499552 0.56332240832139935 0.00017266345397718498 1.1410334214605786 -4.0468798240857806 1.141067954151374 0 -1.0578023623789572 2.5425758621149392 2.542575793178012 2.3813576687298239e-07 0 0 OK 0.38199 0.99999997288697329 2.7113026716290812e-08
0 0 uniform 3 0 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.018977085702248479 0 0.064288506070168366 490.78850371277622 490.78851748269688 4.5966889284788169e-05 0 0 OK 0.29572100000000001 1.0000000280567303 2.8056730245290727e-08
0 0 uniform 3 7 0.2310772011499552 0.56332240832139935 0.00017266345397718498 0.019011618393043918 -0.00044021513465950505 0.01899810560099353 0 0.064267486171423319 500.90260051403453 500.90260652817369 4.6914167378730767e-05 0 0 OK 0.30213600000000002 1.0000000120066039 1.2006603986171495e-08
