rounds panel cell depth level slot R jac weight grad cold fd fdhalf value coldvalue reliable a b
0 1 5 0 4 11 0.84018879620638953 0.0061314674088350229 0.17101580153660531 22.498351590904022 22.498351590904022 22.498351603482469 22.498351601739799 2.4089536437757202 2.4089536437757202 1 0.83746378957463308 0.84972672439230312
0 1 5 0 4 12 0.8392596548000566 0.0061314674088350229 0.13111333111333109 26.9850177406916 26.9850177406916 26.985017644721463 26.985017999354369 1.941717982882792 1.941717982882792 1 0.83746378957463308 0.84972672439230312
0 1 5 0 4 13 0.8384971281541983 0.0061314674088350229 0.1167486898367929 34.829891049413568 34.829891049413568 34.829890932156381 34.82989098792175 1.4644971214569853 1.4644971214569853 1 0.83746378957463308 0.84972672439230312
0 1 5 0 4 14 0.8379305197401854 0.0061314674088350229 0.067639194288249882 51.039478912135742 51.039478912135742 51.039478736001605 51.039479362055033 0.98014609429753807 0.98014609429753807 1 0.83746378957463308 0.84972672439230312
0 1 5 0 4 15 0.83758160400161052 0.0061314674088350229 0.045211840092107672 100.65550351771846 100.65550351771846 100.65550294810095 100.65550392619772 0.49119959199928687 0.49119959199928687 1 0.83746378957463308 0.84972672439230312
0 2 6 0 3 1 0.85691920704930902 0.0037385306800459261 0.1779646809620499 7.4775871794230238 7.4775871794230238 7.4775871865997923 7.4775872121010956 4.4308767750230968 4.4308767750230968 1 0.84972672439230312 0.85720378575239498
0 2 6 0 3 2 0.85610879546788343 0.0037385306800459261 0.2476190476190476 7.6211002379084212 7.6211002379084212 7.6211002345871046 7.6211002197113435 4.3225709548017983 4.3225709548017983 1 0.84972672439230312 0.85720378575239498
0 2 6 0 3 3 0.85489592882499121 0.0037385306800459261 0.39346389046652147 7.8256970623868449 7.8256970623868449 7.8256970571985009 7.8256970444478489 4.154902628958733 4.154902628958733 1 0.84972672439230312 0.85720378575239498
0 2 6 0 3 4 0.85346525507234905 0.0037385306800459261 0.36190476190476195 8.0505414563875206 8.0505414563875206 8.0505414645393003 8.0505414539137572 3.9486751367725508 3.9486751367725508 1 0.84972672439230312 0.85720378575239498
0 2 6 0 3 5 0.85203458131970689 0.0037385306800459261 0.39346389046652136 8.2594251169477388 8.2594251169477388 8.2594251083921009 8.2594251030793284 3.7335278407254133 3.7335278407254133 1 0.84972672439230312 0.85720378575239498
0 2 6 0 3 6 0.85082171467681467 0.0037385306800459261 0.24761904761904757 8.429057909822701 8.429057909822701 8.4290578987186482 8.429057929532723 3.5442940274372519 3.5442940274372519 1 0.84972672439230312 0.85720378575239498
0 2 6 0 3 7 0.85001130309538908 0.0037385306800459261 0.17796468096204993 8.5426521350182689 8.5426521350182565 8.542652145501398 8.5426521274379752 3.414366633648243 3.4143666336482501 1 0.84972672439230312 0.85720378575239498
0 3 7 0 6 1 0.8896596035812836 1.9547234076317653e-05 0.0028398911637121916 -26.987208830376591 -26.987208830171618 -26.987637026809811 -26.987107301564929 8.9348353502387186e-06 8.9348353503370642e-06 1 0.85720378575239498 0.88965961535403337
0 3 7 0 6 2 0.88965942721686153 7.814184530624538e-05 0.0043430649603904232 -26.987065935754316 -26.987065931588582 -26.987043435382343 -26.987030670455962 0.00014278514453103068 0.00014278514455300689 1 0.85720378575239498 0.88965961535403337
