name,u,parameter,step,n,stop,analytic,estimated_error,finite_difference,difference
paper_highA,0.5,2,8.1133264861482083e-09,128,InnerAccuracyLimited,7897911.9128612205,1592.24359,-110163436.25042854,118061348
paper_highA,0.5,2,8.1133264861482083e-09,256,InnerAccuracyLimited,7897911.9128612205,1592.24359,nan,nan
paper_highA,0.5,3,5.8095075817158435,128,InnerAccuracyLimited,-5.0896310285369619,8.12170854e-05,-5.0896228559719656,8.172565e-06
paper_highA,0.5,3,5.8095075817158435,256,InnerAccuracyLimited,-5.0896310285369619,8.12170854e-05,nan,nan
paper_highA,0.5,3,1.7428522745147528,128,InnerAccuracyLimited,-5.0896310285369619,8.12170854e-05,-5.0896336655221122,2.63698515e-06
paper_highA,0.5,3,1.7428522745147528,256,InnerAccuracyLimited,-5.0896310285369619,8.12170854e-05,nan,nan
paper_highA,0.5,3,0.58095075817158437,128,InnerAccuracyLimited,-5.0896310285369619,8.12170854e-05,-5.0896346266169958,3.59808003e-06
paper_highA,0.5,3,0.58095075817158437,256,InnerAccuracyLimited,-5.0896310285369619,8.12170854e-05,nan,nan
paper_highA,0.5,4,0.0016869965260211354,128,InnerAccuracyLimited,31296.526338794705,2132.60824,31057.912529078221,238.61381
paper_highA,0.5,4,0.0016869965260211354,256,InnerAccuracyLimited,31296.526338794705,2132.60824,nan,nan
paper_highA,0.5,4,0.0005060989578063405,128,InnerAccuracyLimited,31296.526338794705,2132.60824,nan,nan
paper_highA,0.5,4,0.0005060989578063405,256,InnerAccuracyLimited,31296.526338794705,2132.60824,31057.938763006259,238.587576
paper_highA,0.5,4,0.00016869965260211354,128,InnerAccuracyLimited,31296.526338794705,2132.60824,31057.94086463701,238.585474
paper_highA,0.5,4,0.00016869965260211354,256,InnerAccuracyLimited,31296.526338794705,2132.60824,31057.940999929342,238.585339
