row profile bin epoch event_index X Y rho q a radius topology old_decision old_p4_steps old_probe_ms fast_screen fast_screen_ms p4_interval_lo p4_interval_hi p3_interval_lo p3_interval_hi p3_qf_gate_hi d14_gap overlap_budget fast_reject_old_accept
62 rand016 0 0 7 -0.72663959556701652 -0.0052986782574229088 0.027353309466368856 2.2235448344102405e-07 3.0446434143368619 1.4453490695464577 OK no_coincident_d14_event 3 0.011531 no_d14_overlap 0.0048609999999999999 1.445349069546453 1.4453490695464624 nan nan nan 0.0003634836649104578 1.068148251650704e-13 0
85 rand028 0 0 6 -0.22455078187806293 0.0016165459989431036 0.0058304735686617662 2.5560741116062005e-06 7.3546332368915657 1.1154478212949042 OK no_coincident_d14_event 3 0.01661 no_d14_overlap 0.0060140000000000002 1.1154478212949002 1.1154478212949082 nan nan nan 0.00012349602677863558 9.2095556433040472e-14 0
85 rand028 0 0 7 -0.22455078187806293 0.0016165459989431036 0.0058304735686617662 2.5560741116062005e-06 7.3546332368915657 1.1216747405793808 OK no_coincident_d14_event 3 0.013252 no_d14_overlap 0.0051409999999999997 1.1216747405793768 1.1216747405793848 nan nan nan 0.00013060508256002024 9.2279758111486258e-14 0
86 rand028 0 0 6 -0.22455078187806293 0.0016165459989431036 0.0058304735686617662 2.5560741116062005e-06 7.3546332368915657 1.1154478212949042 OK no_coincident_d14_event 3 0.014584 no_d14_overlap 0.0058050000000000003 1.1154478212949002 1.1154478212949082 nan nan nan 0.00012349602677863558 9.2095556433040472e-14 0
86 rand028 0 0 7 -0.22455078187806293 0.0016165459989431036 0.0058304735686617662 2.5560741116062005e-06 7.3546332368915657 1.1216747405793808 OK no_coincident_d14_event 3 0.01204 no_d14_overlap 0.0050179999999999999 1.1216747405793768 1.1216747405793848 nan nan nan 0.00013060508256002024 9.2279758111486258e-14 0
87 rand029 0 0 11 -0.0246342607799599 -0.013389369264246498 0.017473169035885049 0.0014054322975656168 0.15032874242920474 1.0066351229529891 OK no_coincident_d14_event 3 0.015788 no_d14_overlap 0.0056699999999999997 1.0066351229529853 1.0066351229529928 nan nan nan 0.001423180692108561 8.7189617439118973e-14 0
87 rand029 0 0 12 -0.0246342607799599 -0.013389369264246498 0.017473169035885049 0.0014054322975656168 0.15032874242920474 1.0180008838893202 OK no_coincident_d14_event 3 0.013719 no_d14_overlap 0.0051070000000000004 1.0180008838893164 1.018000883889324 nan nan nan 0.0049308199562720922 8.7693243354056002e-14 0
88 rand029 0 0 11 -0.0246342607799599 -0.013389369264246498 0.017473169035885049 0.0014054322975656168 0.15032874242920474 1.0066351229529891 OK no_coincident_d14_event 3 0.012924 no_d14_overlap 0.0054039999999999999 1.0066351229529853 1.0066351229529928 nan nan nan 0.001423180692108561 8.7189617439118973e-14 0
88 rand029 0 0 12 -0.0246342607799599 -0.013389369264246498 0.017473169035885049 0.0014054322975656168 0.15032874242920474 1.0180008838893202 OK no_coincident_d14_event 3 0.012120000000000001 no_d14_overlap 0.0048209999999999998 1.0180008838893164 1.018000883889324 nan nan nan 0.0049308199562720922 8.7693243354056002e-14 0
89 rand030 0 0 11 -0.41809005236225927 0.00078112711953831258 0.0035031939953417339 0.0015084990288262471 0.40395044204743341 1.2284232810609115 OK no_coincident_d14_event 3 0.015103 no_d14_overlap 0.0055570000000000003 1.2284232810609073 1.2284232810609157 nan nan nan 5.2618531061421336e-05 9.7084883422264974e-14 0
