name,u,jac,warm,rtol,cache,repeat,stop,mu,error,nodes,evaluations,reused,splits,whole_ms,topology_ms,setup_ms,setup_frame_ms,setup_cuts_ms,setup_event_ms,setup_panel_ms,event_double_checks,event_dd_checks,event_dd_accepts,event_qf_refinements,qf_family_constructions,first_value_pass_nodes,first_gradient_error_pass_nodes,first_gradient_contract_nodes,gradient_error_pass_mask,gradient_contract_mask,physics_ms,estimator_ms,scheduler_ms,fixed64_ms,fixed64_mu,fixed64_status,inner,geometry,event,roundoff,grad0,grad1,grad2,grad3,grad4,graderr0,graderr1,graderr2,graderr3,graderr4
rand016,0.0,0,1,1.0e-04,1,0,Converged,1.6356268802333016,7.0381552e-06,108,108,75,0,1.211239,0.708782,0.501585,0.000019,0.007778,0.249819,0.000673,4,1,1,3,1,108,28,28,140724603453440,0,2822996106,0.006920,0.000917,1.014303,1.635659,0,0,9.4991178e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-04,0,0,Converged,1.6356268802333016,7.0381552e-06,108,183,0,0,1.340758,0.711767,0.628006,0.000019,0.007900,0.242744,0.000664,4,1,1,3,1,183,28,28,140724603453440,0,3454940411,0.006980,0.000902,1.016479,1.635659,0,0,9.4991429e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-05,1,0,Converged,1.6356268802333016,7.0381552e-06,108,108,75,0,1.191056,0.701913,0.488286,0.000019,0.007512,0.248252,0.000664,4,1,1,3,1,108,28,28,140724603453440,0,3765002693,0.006887,0.000959,1.013012,1.635659,0,0,9.4991178e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-05,0,0,Converged,1.6356268802333016,7.0381552e-06,108,183,0,0,1.341404,0.710653,0.629722,0.000019,0.007561,0.240900,0.000614,4,1,1,3,1,183,28,28,140724603453440,0,1642395498,0.007325,0.000924,1.011138,1.635659,0,0,9.4991429e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-06,1,0,Converged,1.635626880098185,9.7670466e-07,180,180,145,0,1.373108,0.705154,0.667090,0.000019,0.007588,0.243865,0.000630,4,1,1,3,1,180,28,28,140724603453440,0,167675522,0.017996,0.002221,1.021707,1.635659,0,0,9.5083203e-14,8.772914e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-06,0,0,Converged,1.635626880098185,9.7670466e-07,180,325,0,0,1.680930,0.707719,0.972080,0.000018,0.007628,0.247538,0.000696,4,1,1,3,1,325,28,28,140724603453440,0,2316671002,0.015769,0.001225,1.011751,1.635659,0,0,9.5083454e-14,8.772914e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-08,1,0,Converged,1.6356268800981844,4.0005897e-09,188,188,152,0,1.410988,0.705812,0.704290,0.000018,0.007726,0.244411,0.000720,4,1,1,3,1,188,28,28,140724603453440,0,3320250240,0.017335,0.001415,1.012804,1.635659,0,0,9.507008e-14,8.6145867e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,0,1,1.0e-08,0,0,Converged,1.6356268800981844,4.0005897e-09,188,340,0,0,1.736065,0.710507,1.024378,0.000020,0.009028,0.255969,0.000686,4,1,1,3,1,340,28,28,140724603453440,0,1115729420,0.016042,0.001368,1.009992,1.635659,0,0,9.507033e-14,8.6145867e-15,7.2636425e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.0,1,0,1.0e-03,1,0,EventLocationLimited,1.6351967191748373,0.00075991786,316,316,279,0,2.219886,0.859209,1.360028,0.000022,0.008032,0.256088,0.002428,4,1,1,3,1,60,0,0,140724603453467,27,692417447,0.309913,0.005318,1.469051,1.635228,0,0,9.5071601e-14,3.4361129e-14,7.2617322e-16,3.3596464e-322,1.5734504664965638,0.011473646512941511,0.019993524870695487,-1.0724725963154031,4.6275336826573227e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-03,0,0,EventLocationLimited,1.6351967191748373,0.00075991786,316,595,0,0,2.888084,0.860968,2.025855,0.000021,0.008040,0.260044,0.000729,4,1,1,3,1,89,0,0,140724603453467,27,578617995,0.289163,0.003986,1.490215,1.635228,0,0,9.5071601e-14,3.4361129e-14,7.2617322e-16,3.3596464e-322,1.5734504664965634,0.011473646512941513,0.019993524870695903,-1.072472596315402,4.6275336826573208e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-04,1,0,EventLocationLimited,1.6351962989602453,7.0369338e-06,316,316,279,0,2.167612,0.857679,1.308479,0.000020,0.008041,0.261124,0.000696,4,1,1,3,1,108,0,0,140724603453467,27,4138836648,0.297047,0.003718,1.529500,1.635228,0,0,9.4366258e-14,8.925913e-15,7.2617303e-16,3.3596464e-322,1.5734504664965638,0.011473646512941511,0.019993524870695487,-1.0724725963154031,4.6275336826573227e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-04,0,0,EventLocationLimited,1.6351962989602453,7.0369338e-06,316,595,0,0,2.817145,0.859165,1.956956,0.000018,0.007896,0.259886,0.000696,4,1,1,3,1,183,0,0,140724603453467,27,3048670855,0.291232,0.003767,1.534337,1.635228,0,0,9.4366258e-14,8.925913e-15,7.2617303e-16,3.3596464e-322,1.5734504664965634,0.011473646512941513,0.019993524870695903,-1.072472596315402,4.6275336826573208e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-05,1,0,EventLocationLimited,1.6351962989602453,7.0369338e-06,316,316,279,0,2.171818,0.856203,1.314231,0.000020,0.007951,0.263823,0.000751,4,1,1,3,1,108,0,0,140724603453458,18,3425528473,0.299516,0.003938,1.799585,1.635228,0,0,9.4366258e-14,8.925913e-15,7.2617303e-16,3.3596464e-322,1.5734504664965638,0.011473646512941511,0.019993524870695487,-1.0724725963154031,4.6275336826573227e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-05,0,0,EventLocationLimited,1.6351962989602453,7.0369338e-06,316,595,0,0,2.818884,0.865094,1.952717,0.000018,0.008109,0.267961,0.000672,4,1,1,3,1,183,0,0,140724603453458,18,4128941043,0.288800,0.003658,1.466736,1.635228,0,0,9.4366258e-14,8.925913e-15,7.2617303e-16,3.3596464e-322,1.5734504664965634,0.011473646512941513,0.019993524870695903,-1.072472596315402,4.6275336826573208e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-06,1,0,EventLocationLimited,1.6351962988251554,9.7654737e-07,316,316,279,0,2.182532,0.857273,1.323960,0.000022,0.008057,0.255781,0.000687,4,1,1,3,1,180,0,0,140724603453458,18,2413702898,0.288524,0.003280,1.485652,1.635228,0,0,9.4501004e-14,8.763498e-15,7.2617303e-16,3.3596464e-322,1.5734504664965638,0.011473646512941511,0.019993524870695487,-1.0724725963154031,4.6275336826573227e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-06,0,0,EventLocationLimited,1.6351962988251554,9.7654737e-07,316,595,0,0,2.853036,0.867067,1.984927,0.000027,0.008084,0.262648,0.000669,4,1,1,3,1,325,0,0,140724603453458,18,2628107673,0.290270,0.003781,1.471607,1.635228,0,0,9.4501004e-14,8.763498e-15,7.2617303e-16,3.3596464e-322,1.5734504664965634,0.011473646512941513,0.019993524870695903,-1.072472596315402,4.6275336826573208e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-08,1,0,EventLocationLimited,1.6351962988251543,3.9991827e-09,316,316,279,0,2.166037,0.859378,1.305381,0.000019,0.008090,0.255107,0.000721,4,1,1,3,1,188,0,0,140724603453458,18,3364505574,0.290354,0.003587,1.460817,1.635228,0,0,9.4537681e-14,8.613072e-15,7.2617303e-16,3.3596464e-322,1.5734504664965638,0.011473646512941511,0.019993524870695487,-1.0724725963154031,4.6275336826573227e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,0,1.0e-08,0,0,EventLocationLimited,1.6351962988251543,3.9991827e-09,316,595,0,0,2.884889,0.862474,2.021380,0.000020,0.010526,0.269676,0.000714,4,1,1,3,1,340,0,0,140724603453458,18,777904471,0.291435,0.003430,1.470814,1.635228,0,0,9.4537681e-14,8.613072e-15,7.2617303e-16,3.3596464e-322,1.5734504664965634,0.011473646512941513,0.019993524870695903,-1.072472596315402,4.6275336826573208e-08,3.0322565e-05,2.2112067e-07,3.0377938e-05,4.0441481e-05,9.0200992e-13
rand016,0.0,1,1,1.0e-03,1,0,EventLocationLimited,1.6356273005201141,0.00076026907,316,316,279,0,2.160438,0.717308,1.378641,0.000133,0.015086,0.279428,0.002788,4,1,1,3,1,60,0,0,140724603453467,27,3578360589,0.293457,0.004629,1.406140,1.635659,0,0,9.5000781e-14,3.4367063e-14,7.2636444e-16,3.3596464e-322,1.5748436036876203,0.011488129850433616,0.02001532009387158,-1.073267152350621,4.6325618210318583e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-03,0,0,EventLocationLimited,1.6356273005201141,0.00076026907,316,595,0,0,2.668016,0.706287,1.960151,0.000020,0.008377,0.271807,0.000782,4,1,1,3,1,89,0,0,140724603453467,27,522268017,0.289657,0.003725,1.394346,1.635659,0,0,9.5001257e-14,3.4367063e-14,7.2636444e-16,3.3596464e-322,1.5748436036876203,0.011488129850433612,0.020015320093872135,-1.0732671523506203,4.632561821031857e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-04,1,0,EventLocationLimited,1.6356268802333016,7.0381552e-06,316,316,279,0,2.021342,0.710956,1.309407,0.000019,0.008299,0.255969,0.000701,4,1,1,3,1,108,0,0,140724603453467,27,3946696987,0.289308,0.003590,1.414423,1.635659,0,0,9.4991178e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433616,0.02001532009387158,-1.073267152350621,4.6325618210318583e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-04,0,0,EventLocationLimited,1.6356268802333016,7.0381552e-06,316,595,0,0,2.662314,0.706390,1.954617,0.000019,0.008134,0.268081,0.000742,4,1,1,3,1,183,0,0,140724603453467,27,2470052871,0.293698,0.003399,1.400255,1.635659,0,0,9.4991429e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433612,0.020015320093872135,-1.0732671523506203,4.632561821031857e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-05,1,0,EventLocationLimited,1.6356268802333016,7.0381552e-06,316,316,279,0,2.010774,0.703674,1.306084,0.000021,0.008123,0.261011,0.000682,4,1,1,3,1,108,0,0,140724603453458,18,2938719701,0.293123,0.003502,1.358127,1.635659,0,0,9.4991178e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433616,0.02001532009387158,-1.073267152350621,4.6325618210318583e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-05,0,0,EventLocationLimited,1.6356268802333016,7.0381552e-06,316,595,0,0,2.679137,0.709460,1.968347,0.000020,0.008188,0.256894,0.000725,4,1,1,3,1,183,0,0,140724603453458,18,1334807114,0.288753,0.003511,1.357292,1.635659,0,0,9.4991429e-14,8.9390317e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433612,0.020015320093872135,-1.0732671523506203,4.632561821031857e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-06,1,0,EventLocationLimited,1.635626880098185,9.7670466e-07,316,316,279,0,2.062025,0.724461,1.336591,0.000019,0.007935,0.263667,0.000685,4,1,1,3,1,180,0,0,140724603453458,18,3909863347,0.296560,0.003560,1.353341,1.635659,0,0,9.5083203e-14,8.772914e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433616,0.02001532009387158,-1.073267152350621,4.6325618210318583e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-06,0,0,EventLocationLimited,1.635626880098185,9.7670466e-07,316,595,0,0,2.660956,0.711294,1.948309,0.000020,0.007966,0.257403,0.000729,4,1,1,3,1,325,0,0,140724603453458,18,728151570,0.289706,0.003259,1.419342,1.635659,0,0,9.5083454e-14,8.772914e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433612,0.020015320093872135,-1.0732671523506203,4.632561821031857e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-08,1,0,EventLocationLimited,1.6356268800981844,4.0005897e-09,316,316,279,0,2.032360,0.703431,1.327868,0.000019,0.008005,0.260671,0.000713,4,1,1,3,1,188,0,0,140724603453458,18,3526408664,0.298485,0.003411,1.354748,1.635659,0,0,9.507008e-14,8.6145867e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433616,0.02001532009387158,-1.073267152350621,4.6325618210318583e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.0,1,1,1.0e-08,0,0,EventLocationLimited,1.6356268800981844,4.0005897e-09,316,595,0,0,2.671842,0.711048,1.959403,0.000020,0.007901,0.255286,0.000650,4,1,1,3,1,340,0,0,140724603453458,18,3720472461,0.287126,0.003315,1.407174,1.635659,0,0,9.507033e-14,8.6145867e-15,7.2636425e-16,3.3596464e-322,1.5748436036876203,0.011488129850433612,0.020015320093872135,-1.0732671523506203,4.632561821031857e-08,3.0635033e-05,2.2348342e-07,3.0690361e-05,4.0732335e-05,9.085439e-13
rand016,0.5,0,0,1.0e-03,1,0,Converged,1.635174680031378,0.0002365734,76,76,44,0,1.308385,0.862236,0.445108,0.000022,0.008882,0.255045,0.001639,4,1,1,3,1,76,28,28,0,0,556352884,0.006048,0.001202,1.363711,1.635197,0,420273275,1.1367069e-13,5.387076e-15,7.2616343e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-03,0,0,Converged,1.635174680031378,0.0002365734,76,120,0,0,1.376032,0.860130,0.515078,0.000021,0.007936,0.249469,0.000691,4,1,1,3,1,120,28,28,0,0,531064115,0.004920,0.000900,1.353899,1.635197,0,420273275,1.1367069e-13,5.387076e-15,7.2616343e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-04,1,0,Converged,1.6351744279066029,2.0969268e-05,108,108,75,0,1.370528,0.849524,0.519989,0.000024,0.007732,0.256150,0.000721,4,1,1,3,1,108,28,28,0,0,3904915543,0.008366,0.001032,1.354387,1.635197,0,-632004702,1.1323951e-13,5.387076e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-04,0,0,Converged,1.6351744279066029,2.0969268e-05,108,183,0,0,1.537700,0.857872,0.678931,0.000020,0.007946,0.240085,0.000618,4,1,1,3,1,183,28,28,0,0,2958510912,0.007352,0.000939,1.346385,1.635197,0,-632004702,1.1323951e-13,5.387076e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-05,1,0,Converged,1.6351744279066018,1.1282145e-05,116,116,82,0,1.399790,0.858636,0.540116,0.000022,0.007993,0.243749,0.000589,4,1,1,3,1,116,28,28,0,0,2331239527,0.007619,0.001072,1.351693,1.635197,0,1559097613,1.1302181e-13,5.2889038e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-05,0,0,Converged,1.6351744279066018,1.1282145e-05,116,198,0,0,1.565951,0.852041,0.713064,0.000019,0.007512,0.241475,0.000600,4,1,1,3,1,198,28,28,0,0,2153668403,0.008751,0.001048,1.354706,1.635197,0,1559097613,1.1302181e-13,5.2889038e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-06,1,0,Converged,1.6351744278255491,1.0118086e-08,188,188,152,0,1.598481,0.856963,0.740453,0.000018,0.007530,0.241414,0.000565,4,1,1,3,1,188,28,28,0,0,72292891,0.018441,0.001326,1.348598,1.635197,0,-265441104,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-06,0,0,Converged,1.6351744278255491,1.0118086e-08,188,340,0,0,1.957357,0.856086,1.100354,0.000018,0.007455,0.237320,0.000604,4,1,1,3,1,340,28,28,0,0,1032441415,0.017962,0.001333,1.352876,1.635197,0,-265441104,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-08,1,0,Converged,1.6351744278255491,1.0118086e-08,188,188,152,0,1.592739,0.856672,0.734942,0.000019,0.007833,0.238477,0.000567,4,1,1,3,1,188,28,28,0,0,3979407459,0.017791,0.001295,1.355522,1.635197,0,-265441104,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,0,1.0e-08,0,0,Converged,1.6351744278255491,1.0118086e-08,188,340,0,0,1.967115,0.863325,1.102868,0.000019,0.008904,0.248872,0.000617,4,1,1,3,1,340,28,28,0,0,559101665,0.019495,0.001310,1.349172,1.635197,0,-265441104,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-03,1,0,Converged,1.6356052375094721,0.00023661294,76,76,44,0,1.156682,0.711837,0.443517,0.000019,0.007966,0.259996,0.000753,4,1,1,3,1,76,28,28,140724603453440,0,3973909901,0.004895,0.000871,1.251707,1.635627,0,1056758575,1.1434613e-13,5.394993e-15,7.2635464e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-03,0,0,Converged,1.6356052375094721,0.00023661294,76,120,0,0,1.229579,0.706159,0.522373,0.000031,0.008075,0.251072,0.000647,4,1,1,3,1,120,28,28,140724603453440,0,4160552000,0.005017,0.000788,1.259383,1.635627,0,1056758575,1.1434643e-13,5.394993e-15,7.2635464e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-04,1,0,Converged,1.6356049853413739,2.0972762e-05,108,108,75,0,1.235819,0.708359,0.526577,0.000022,0.008137,0.256082,0.000652,4,1,1,3,1,108,28,28,140724603453440,0,425785875,0.008178,0.001017,1.243775,1.635627,0,868224210,1.1398941e-13,5.394993e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-04,0,0,Converged,1.6356049853413739,2.0972762e-05,108,183,0,0,1.368291,0.705438,0.661825,0.000021,0.007762,0.240911,0.000625,4,1,1,3,1,183,28,28,140724603453440,0,2966207493,0.007126,0.000909,1.252127,1.635627,0,868224210,1.1398971e-13,5.394993e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-05,1,0,Converged,1.635604985341373,1.1283825e-05,116,116,82,0,1.248179,0.705231,0.542091,0.000020,0.007591,0.244665,0.000589,4,1,1,3,1,116,28,28,140724603453440,0,442553430,0.008355,0.001128,1.246639,1.635627,0,-2058678430,1.1416722e-13,5.2945827e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-05,0,0,Converged,1.635604985341373,1.1283825e-05,116,198,0,0,1.421263,0.703902,0.716373,0.000021,0.007814,0.246333,0.000609,4,1,1,3,1,198,28,28,140724603453440,0,3333169504,0.007419,0.001032,1.241727,1.635627,0,-2058678430,1.1416752e-13,5.2945827e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-06,1,0,Converged,1.6356049852603038,1.0127595e-08,188,188,152,0,1.458259,0.712705,0.744712,0.000019,0.007859,0.251107,0.000654,4,1,1,3,1,188,28,28,140724603453440,0,1286978359,0.016644,0.001259,1.251035,1.635627,0,-1975385844,1.140841e-13,5.1989072e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-06,0,0,Converged,1.6356049852603038,1.0127595e-08,188,340,0,0,1.817203,0.704873,1.111288,0.000018,0.007942,0.253126,0.000627,4,1,1,3,1,340,28,28,140724603453440,0,158604551,0.016937,0.001320,1.243805,1.635627,0,-1975385844,1.140844e-13,5.1989072e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-08,1,0,Converged,1.6356049852603038,1.0127595e-08,188,188,152,0,1.455716,0.700678,0.754147,0.000018,0.007747,0.249223,0.000701,4,1,1,3,1,188,28,28,140724603453440,0,2421399483,0.017444,0.001293,1.243878,1.635627,0,-1975385844,1.140841e-13,5.1989072e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,0,1,1.0e-08,0,0,Converged,1.6356049852603038,1.0127595e-08,188,340,0,0,1.815149,0.709161,1.104905,0.000019,0.007845,0.246460,0.000608,4,1,1,3,1,340,28,28,140724603453440,0,1452729738,0.016633,0.001292,1.243753,1.635627,0,-1975385844,1.140844e-13,5.1989072e-15,7.2635453e-16,3.3596464e-322,0,0,0,0,0,0,0,0,0,0
rand016,0.5,1,0,1.0e-03,1,0,EventLocationLimited,1.635174680031378,0.0002365734,2040,2040,1881,6,9.526632,0.859469,8.665891,0.000023,0.007975,0.252822,0.001397,4,1,1,3,1,76,0,0,140724603453467,0,1864221972,1.980409,0.032213,1.517208,1.635197,0,1597289080,1.1367069e-13,5.387076e-15,7.2616343e-16,3.3596464e-322,1.5733633934813627,0.011473011573807274,0.018393166564428048,-1.0724354998505774,4.6273882700762054e-08,1.9516319e-05,1.4231817e-07,3.0000842e-05,2.6747204e-05,5.962318e-13
rand016,0.5,1,0,1.0e-03,0,0,EventLocationLimited,1.635174680031378,0.0002365734,2040,3921,0,6,14.860747,0.860807,13.985109,0.000060,0.012195,0.278146,0.002317,4,1,1,3,1,120,0,0,140724603453467,0,2130853515,1.971822,0.031207,1.515198,1.635197,0,-1662433570,1.1367069e-13,5.387076e-15,7.2616343e-16,3.3596464e-322,1.5733633934788611,0.011473011573789006,0.018393166561944257,-1.0724354998459813,4.6273882700661515e-08,1.9516314e-05,1.4231813e-07,3.0000838e-05,2.6747196e-05,5.9623164e-13
rand016,0.5,1,0,1.0e-04,1,0,EventLocationLimited,1.6351744279066029,2.0969268e-05,316,316,279,0,2.498306,0.862521,1.606629,0.000082,0.012083,0.270261,0.001862,4,1,1,3,1,108,0,0,140724603453467,27,4047577184,0.292753,0.004668,1.498119,1.635197,0,-1884018987,1.1323951e-13,5.387076e-15,7.2616332e-16,3.3596464e-322,1.5733633800765912,0.011473011476060471,0.018393153097420269,-1.0724354752227392,4.627388280435108e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
rand016,0.5,1,0,1.0e-04,0,0,EventLocationLimited,1.6351744279066029,2.0969268e-05,316,595,0,0,3.235488,0.865776,2.368379,0.000046,0.008828,0.262597,0.000798,4,1,1,3,1,183,0,0,140724603453467,27,4126192261,0.292133,0.004034,1.502044,1.635197,0,-848774341,1.1323951e-13,5.387076e-15,7.2616332e-16,3.3596464e-322,1.5733633800765907,0.011473011476060471,0.018393153097420518,-1.0724354752227385,4.6273882804351126e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
rand016,0.5,1,0,1.0e-05,1,0,EventLocationLimited,1.6351744279066018,1.1282145e-05,316,316,279,0,2.403370,0.852382,1.549635,0.000022,0.008507,0.264491,0.000776,4,1,1,3,1,116,0,0,140724603453458,18,3470883334,0.287414,0.003647,1.464653,1.635197,0,345454259,1.1302181e-13,5.2889038e-15,7.2616332e-16,3.3596464e-322,1.5733633800765912,0.011473011476060471,0.018393153097420269,-1.0724354752227392,4.627388280435108e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
rand016,0.5,1,0,1.0e-05,0,0,EventLocationLimited,1.6351744279066018,1.1282145e-05,316,595,0,0,3.360854,0.858172,2.501491,0.000021,0.008139,0.262477,0.000642,4,1,1,3,1,198,0,0,140724603453458,18,4123168613,0.301077,0.003966,1.464706,1.635197,0,1380698906,1.1302181e-13,5.2889038e-15,7.2616332e-16,3.3596464e-322,1.5733633800765907,0.011473011476060471,0.018393153097420518,-1.0724354752227385,4.6273882804351126e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
rand016,0.5,1,0,1.0e-06,1,0,EventLocationLimited,1.6351744278255491,1.0118086e-08,316,316,279,0,2.394903,0.861803,1.531723,0.000019,0.008255,0.255525,0.000722,4,1,1,3,1,188,0,0,140724603453458,18,39307538,0.290610,0.003715,1.466595,1.635197,0,624647536,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,1.5733633800765912,0.011473011476060471,0.018393153097420269,-1.0724354752227392,4.627388280435108e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
rand016,0.5,1,0,1.0e-06,0,0,EventLocationLimited,1.6351744278255491,1.0118086e-08,316,595,0,0,3.345099,0.861154,2.482846,0.000020,0.008278,0.255138,0.000731,4,1,1,3,1,340,0,0,140724603453458,18,210831352,0.305330,0.003645,1.466073,1.635197,0,1659892182,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,1.5733633800765907,0.011473011476060471,0.018393153097420518,-1.0724354752227385,4.6273882804351126e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
rand016,0.5,1,0,1.0e-08,1,0,EventLocationLimited,1.6351744278255491,1.0118086e-08,316,316,279,0,2.380551,0.860649,1.518592,0.000029,0.007982,0.255299,0.000787,4,1,1,3,1,188,0,0,140724603453458,18,414515886,0.290880,0.003618,1.517445,1.635197,0,624647536,1.1344522e-13,5.1980029e-15,7.2616332e-16,3.3596464e-322,1.5733633800765912,0.011473011476060471,0.018393153097420269,-1.0724354752227392,4.627388280435108e-08,1.8351446e-05,1.3382387e-07,1.9230292e-05,2.4544147e-05,5.5150825e-13
