name,u,rtol,stop,component,Q,budget,error,radial,inner,geometry,event,roundoff,nodes
resonant,0,0.001,EventLocationLimited,4,-42.286494709770196,0.0422864947,9.84358926e-05,6.25813001e-05,0,1.8579009e-08,3.58360134e-05,5.41205872e-14,2154
resonant,0,0.001,EventLocationLimited,5,-2.8705634994430658,0.0028705635,5.08501242e-05,1.99733786e-05,0,2.5974157e-08,3.08507715e-05,1.78756087e-14,2154
resonant,0,0.0001,EventLocationLimited,0,13.730116144653451,0.00137301161,0.00071444952,0.000714449519,0,1.6805347e-13,2.92448482e-13,6.09739643e-15,2154
resonant,0,0.0001,EventLocationLimited,1,155.5284719098907,0.0155528472,0.000231044642,0.000191088902,0,1.54328544e-08,3.99403067e-05,1.22221524e-13,2154
resonant,0,0.0001,EventLocationLimited,2,-93.344503177041034,0.00933445032,9.52060403e-05,5.72294115e-05,0,6.68337715e-09,3.79699453e-05,9.31736796e-14,2154
resonant,0,0.0001,EventLocationLimited,3,-97.151214249618022,0.00971512142,0.000335864975,0.00027121713,0,1.95657047e-08,6.46282793e-05,4.39110061e-13,2154
resonant,0,0.0001,EventLocationLimited,4,-42.286494709770196,0.00422864947,9.84358926e-05,6.25813001e-05,0,1.8579009e-08,3.58360134e-05,5.41205872e-14,2154
resonant,0,0.0001,EventLocationLimited,5,-2.8705634994430658,0.00028705635,5.08501242e-05,1.99733786e-05,0,2.5974157e-08,3.08507715e-05,1.78756087e-14,2154
resonant,0,1e-05,EventLocationLimited,0,13.730115998776757,0.00013730116,0.000128320681,0.00012832068,0,1.68725927e-13,2.59419863e-13,6.09739637e-15,303
resonant,0,1e-05,EventLocationLimited,1,155.52847192258244,0.00155528472,0.000325952171,0.000286100988,0,1.09085861e-09,3.9850092e-05,1.22205417e-13,303
resonant,0,1e-05,EventLocationLimited,2,-93.344503178456449,0.000933445032,0.000228425913,0.000190349142,0,2.57623136e-09,3.80741943e-05,9.31735116e-14,303
resonant,0,1e-05,EventLocationLimited,3,-97.15121426277517,0.000971512143,0.000974993249,0.0009103607,0,3.14093525e-09,6.46294078e-05,4.39111355e-13,303
resonant,0,1e-05,EventLocationLimited,4,-42.286494694448791,0.000422864947,0.000111331559,7.54511156e-05,0,1.07926357e-09,3.58793638e-05,5.41165966e-14,303
resonant,0,1e-05,EventLocationLimited,5,-2.8705634761779892,2.87056348e-05,5.59709719e-05,2.51143625e-05,0,2.8769627e-10,3.08563217e-05,1.78806196e-14,303
resonant,0,1e-06,EventLocationLimited,0,13.730115998934352,1.3730116e-05,3.13270186e-06,3.13270143e-06,0,1.67452845e-13,2.55923286e-13,6.09739637e-15,319
resonant,0,1e-06,EventLocationLimited,1,155.52847192265108,0.000155528472,0.000219761622,0.00017982108,0,1.41041245e-09,3.9939132e-05,1.22217522e-13,319
resonant,0,1e-06,EventLocationLimited,2,-93.344503178724153,9.33445032e-05,9.31258248e-05,5.51511979e-05,0,4.83467108e-09,3.79697922e-05,9.31735116e-14,319
resonant,0,1e-06,EventLocationLimited,3,-97.15121426251261,9.71512143e-05,0.000259523949,0.000194892494,0,5.42195573e-09,6.46260332e-05,4.39111355e-13,319
resonant,0,1e-06,EventLocationLimited,4,-42.286494694538483,4.22864947e-05,9.09524628e-05,5.51159653e-05,0,1.84406347e-09,3.58346534e-05,5.41165966e-14,319
