name tol panel cell depth value_resolved q7 qh3 qh7 correction model inner geometry event roundoff model_budget_pass_ignoring_value_detail panel_local_budget_pass ref64 ref128 ref_unc qh_error q7_error model_under jet_count jet_endpoint_ift_max_scaled derivative_detail3 derivative_detail7 derivative_detail_decays
plan15 0.001 30 1 2 1 0.015755859972321418 0.015755681306695638 0.015755859940666948 3.1654470711295346e-11 3.5637135250394757e-05 0 6.3360228922962059e-16 1.9539442998885147e-17 6.9970074056164481e-18 0 0 0.01575585994066683 0.01575585994066684 1.0408340855860843e-17 1.0755285551056204e-16 3.1654578264150857e-11 0 7 1.0174011229755685e-15 0.010754962816891677 0.00024258212514123033 1
plan15 0.001 31 1 2 1 0.075482473964627622 0.075482507837957832 0.075482473893769442 7.08581804342856e-11 5.0138985776988995e-05 0 1.2130163447632591e-15 0 3.3520952220479404e-17 1 1 0.075482473893769414 0.075482473893769456 4.163336342344337e-17 1.3877787807814457e-17 7.0858166556497792e-11 0 7 3.2741336636616141e-16 0.0095309620684231496 0.00017380326391064869 1
plan15 0.0001 0 1 0 1 0.19383587619221132 0.1981647127625763 0.1938507697008913 1.4893508679975076e-05 0.0086278861233700099 0 3.8422877850028698e-15 1.8100485213001432e-16 8.6080421098793689e-17 0 0 0.19385075296829249 0.19385075296829268 1.9428902930940239e-16 1.6732598612234639e-08 1.4876776081362841e-05 0 7 3.1401362674756225e-14 0.39824586923531258 0.2650219922559684 0
plan15 0.0001 1 3 0 1 0.79164581620202501 0.79249197096954471 0.79162332466208973 2.2491539935276528e-05 0.0017498273304457058 0 6.4211929018414759e-15 2.0056964623429078e-16 3.5156136499826518e-16 0 0 0.7916240958844728 0.79162409588447291 1.1102230246251565e-16 7.7122238317794967e-07 2.1720317552098578e-05 0 7 1.2861947789877623e-12 0.79521441448258512 0.02096410023958906 1
plan15 0.0001 2 4 0 1 1.4775499033574986 1.4774778433981841 1.4775504557384964 5.5238099783139205e-07 0.00028912376686558955 0 4.4497172320210164e-15 0 6.5616396909606793e-16 0 0 1.4775504609982142 1.4775504609982155 1.3322676295501878e-15 5.2597191046999114e-09 5.5764071693609196e-07 0 7 1.4472073730645138e-11 0.15793407376133353 0.0088107250232105777 1
plan15 0.0001 3 5 0 1 0.31825534477657424 0.31825547935946746 0.31825534490587704 1.2930279069678363e-10 3.6688882559426227e-06 0 1.3329260646973137e-15 0 1.4133376459238811e-16 1 1 0.31825534490589613 0.31825534490589646 3.3306690738754696e-16 1.9428902930940239e-14 1.2932221959971457e-10 0 7 2.356662044561082e-12 0.0033635552389175757 6.4099590850592178e-05 1
plan15 0.0001 4 6 0 1 1.1096704796360537 1.1078756716878211 1.1092715955965764 0.00039888403947729856 0.011306124507960525 0 6.6299662735368829e-15 1.9104499816763694e-15 4.9279268649551509e-16 0 0 1.1092964978207298 1.1092964978207311 1.3322676295501878e-15 2.4902224154743635e-05 0.00037398181532255492 0 7 2.752264668977001e-14 1.3605750037084243 0.20244823387923644 1
plan15 0.0001 5 7 0 1 0.26242108384001078 0.26377071504519922 0.26242646760351207 5.3837635012876639e-06 0.0029567455635853106 0 5.5480559370725463e-15 4.5751685945162729e-15 1.1653837177050742e-16 0 0 0.26242647089005267 0.2624264708900525 1.6653345369377348e-16 3.28654042869303e-09 5.3870500417163569e-06 0 7 2.7450098857456599e-13 0.47501313684834451 0.12692115323926606 1
plan15 0.0001 6 8 0 1 1.730523460723012 1.7579588288990253 1.7303967923601895 0.00012666836282249072 0.055124073077671643 0 9.2077725887899186e-15 2.9961900964517394e-15 7.6850679629947827e-16 0 0 1.7303934080777807 1.7303934080777807 0 3.3842824087582102e-06 0.00013005264523124893 0 7 4.4679838694998533e-14 3.590740214469935 1.5474417587542937 1
plan15 0.0001 7 12 0 1 0.13653242251038253 0.14007334843539121 0.13655632578547883 2.3903275096298637e-05 0.0070340452998247649 0 7.644098082995174e-15 2.7733931008535713e-16 6.063257563155068e-17 0 0 0.13655632810457224 0.13655632810457247 2.2204460492503131e-16 2.319093639346903e-09 2.3905594189937984e-05 0 7 2.724294668885707e-15 0.26820796560957116 0.18749114674763473 0
plan15 0.0001 8 8 1 1 1.0131437059923138 1.0138500707079297 1.0131540489265232 1.0342934209317534e-05 0.0053236281286762289 0 4.1833440834552643e-15 2.4059904743412635e-15 4.4992618785869081e-16 0 0 1.0131540514854147 1.0131540514854149 2.2204460492503131e-16 2.558891765147564e-09 1.0345493101082681e-05 0 7 4.0828259002250171e-15 0.52973666992699409 0.041881709523406335 1
plan15 0.0001 9 8 1 1 0.71723920759461413 0.717213790944496 0.71723935659892524 1.4900431111186663e-07 0.0058760336546577916 0 5.2349215264929129e-15 2.8707354019666633e-16 3.1851819297417722e-16 0 0 0.71723935659236615 0.71723935659236637 2.2204460492503131e-16 6.5588645625780373e-12 1.4899775224730405e-07 0 7 1.8737970574839209e-13 0.42201679533017322 0.019985386928350231 1
plan15 0.0001 10 1 1 1 0.091238364065998945 0.091224518774658564 0.091238333834157734 3.0231841210981436e-08 0.00083026323216519693 0 1.886140733356455e-15 3.9067560537765075e-17 4.0517973006081818e-17 0 0 0.091238333834436275 0.091238333834436317 4.163336342344337e-17 2.785827124540674e-13 3.0231562628268982e-08 0 7 1.8653287816589764e-13 0.05792192296390513 0.0030484777636159278 1
plan15 0.0001 11 1 1 1 0.10261219967142489 0.10265428900727373 0.10261241912807545 2.1945665056033459e-07 0.0010823547508959782 0 2.1411234455023018e-15 5.16197217708544e-17 4.5568970673059934e-17 0 0 0.10261241913385631 0.10261241913385633 1.3877787807814457e-17 5.7808757780719588e-12 2.1946243143611266e-07 0 7 5.9778291880432854e-16 0.075787523180927102 0.0055780923839125838 1
plan15 0.0001 12 6 1 1 0.94006393609780381 0.94109088483351644 0.9400466394714454 1.7296626358409561e-05 0.002088490724142078 0 5.8954155728416267e-15 0 4.1747225059021345e-16 0 0 0.94004679206762254 0.94004679206762276 2.2204460492503131e-16 1.5259617736074205e-07 1.7144030181048819e-05 0 7 2.4082646961006318e-14 0.35029578638500536 0.023165037036809732 1
plan15 0.0001 13 6 1 1 0.16924969918103253 0.16924415378142074 0.16924970575458897 6.5735564491742338e-09 0.00025137337691605354 0 1.5935000229912706e-15 1.9065892690511094e-15 7.5161965176665524e-17 0 0 0.16924970575310827 0.16924970575310841 1.3877787807814457e-16 1.4805656700644931e-12 6.5720758835041693e-09 0 7 2.5082280383308852e-15 0.053190570687133586 0.00027154251773866433 1
plan15 0.0001 14 12 1 1 0.068643223463945718 0.068644854970945621 0.068643229477642287 6.0136965684964849e-09 0.00068476209737733027 0 3.7686657363028217e-15 7.0326895815647891e-17 3.0483714869664932e-17 0 0 0.068643229477588691 0.068643229477588705 1.3877787807814457e-17 5.3582138725971618e-14 6.013642986357759e-09 0 7 1.5338789636457149e-15 0.047430374044866469 0.002487576373136644 1
plan15 0.0001 15 12 1 1 0.067913103444963471 0.067911646996047875 0.067913098627071927 4.8178915440511005e-09 0.00066805220472751037 0 4.0690462829803133e-15 6.8591181556867502e-17 3.0159476447339393e-17 0 0 0.067913098626983609 0.067913098626983678 6.9388939039072284e-17 8.8248852669892131e-14 4.8179797929037704e-09 0 7 8.5182746330573172e-16 0.046242509992796332 0.0023417197247544803 1
plan15 0.0001 16 7 1 1 0.12849422801237184 0.12850313342296979 0.12849425288601962 2.4873647780365715e-08 0.00052670698407892278 0 3.2606946207489939e-15 1.9891048009509642e-15 5.7062900188307993e-17 0 0 0.12849425288559363 0.12849425288559357 5.5511151231257827e-17 4.2604808569990382e-13 2.4873221732280015e-08 0 7 5.7209399390326673e-13 0.047991372441118951 0.0023375923622779254 1
plan15 0.0001 17 7 1 1 0.13393222587418405 0.13393152418135135 0.13393221800447355 7.869710494379234e-09 0.0004300007111660548 0 2.8151830181091962e-15 2.4531022544728354e-15 5.9477856361926505e-17 0 0 0.13393221800445954 0.13393221800445959 5.5511151231257827e-17 1.3961054534661343e-14 7.8697244554337686e-09 0 7 1.2950495180215351e-12 0.050095284964024843 0.0016067925373686766 1
plan15 0.0001 18 8 2 1 0.59619271246407846 0.59619321876657105 0.59619271271105079 2.4697233147463749e-10 0.00035342249239849556 0 2.8919217962788369e-15 0 2.6476275059653818e-16 0 0 0.59619271271105134 0.59619271271105156 2.2204460492503131e-16 7.7715611723760958e-16 2.4697310863075472e-10 0 7 2.7049646084773092e-15 0.060915871963240477 0.0010569740460451614 1
plan15 0.0001 19 8 2 1 0.12104664423408575 0.12104539842069416 0.12104664388131461 3.5277113175080643e-10 0.00026021373310028173 0 2.5149681335543764e-15 1.4357585726293578e-16 5.3755508592916777e-17 0 0 0.12104664388131454 0.12104664388131484 2.9143354396410359e-16 2.2204460492503131e-16 3.5277090970620151e-10 0 7 1.1812281997330333e-12 0.083317447809604303 0.0017119624526063637 1
plan15 0.0001 20 8 2 1 0.27523171923481776 0.2752143236175425 0.27523172858178452 9.3469667561407732e-09 0.00020411773986210764 0 1.5424802639274863e-15 2.4017578037082251e-15 1.222274367206645e-16 0 0 0.27523172857598499 0.2752317285759851 1.1102230246251565e-16 5.799416502583199e-12 9.34116733963819e-09 0 7 1.3339202889519258e-15 0.01806023204352241 0.004408884381668917 1
plan15 0.0001 21 8 2 1 0.73792232605333696 0.73792550091524522 0.73792232290941473 3.1439222336615558e-09 0.00016865971817318351 0 3.0011161956268467e-15 0 3.2770334270774669e-16 0 0 0.73792232290942927 0.73792232290942961 3.3306690738754696e-16 1.4876988529977098e-14 3.1439073566730258e-09 0 7 1.7845511495899512e-14 0.10558327418366149 0.0025703399198263505 1
plan15 0.0001 22 6 2 1 0.64067636523542304 0.6407348069123544 0.64067719597924022 8.3074381718173385e-07 0.00012484007208241673 0 3.1406874082018829e-15 0 2.8451746080700914e-16 0 0 0.6406771950826331 0.64067719508263421 1.1102230246251565e-15 8.9660601165775233e-10 8.2984721117007609e-07 0 7 4.5245776430534243e-14 0.062329806805009817 0.0051080057296821356 1
plan15 0.0001 23 6 2 1 0.29936959719744721 0.29936902352987776 0.29936959698512638 2.1232082758615434e-10 5.2744051634332005e-05 0 2.1249664483805294e-15 0 1.3294680787254585e-16 0 0 0.29936959698498916 0.29936959698498916 0 1.3722356584366935e-13 2.1245805115199801e-10 0 7 3.4609956862880817e-15 0.020874195692955115 0.00034779548435463368 1
plan15 0.0001 24 3 1 1 0.092200716753738962 0.092200252714500677 0.092200716735604579 1.8134382884227307e-11 4.4143476780886616e-05 0 2.100296354079937e-15 1.0027070190357769e-16 4.0945343450777366e-17 0 0 0.092200716735494806 0.092200716735494778 2.7755575615628914e-17 1.0980105713542798e-13 1.8244183941362735e-11 0 7 6.1439971590524371e-13 0.079960542592444478 0.0004157418619913326 1
plan15 0.0001 25 3 1 1 0.69942283698921448 0.69949372193815773 0.69942338481417776 5.4782496328176222e-07 0.00014067424795993766 0 4.1656155834091887e-15 0 3.1060613502962941e-16 0 0 0.69942337914897801 0.69942337914897834 3.3306690738754696e-16 5.6651994206902145e-09 5.4215976386107201e-07 0 7 6.1751528380924055e-13 0.11900811536500373 0.0046999711388071991 1
