sample	stage	finite	max_scaled_root_error	nearest_assignment_duplicates	positive_real_candidate_count_delta
200	4	True	0.30054939941179215	2	2
201	0	True	0.14248322571986613	2	2
201	2	True	0.45517901495075563	1	1
201	4	True	0.4119070569176728	2	1
202	0	True	0.027943378221386574	2	0
202	2	True	0.008153642363810535	2	0
202	4	True	0.001831417108496133	2	0
203	0	True	0.022514399829199894	0	0
203	2	True	0.006643937893745307	0	0
203	4	True	0.0013177326805346422	0	0
204	0	True	0.22021597975974364	1	-2
204	2	True	0.2605195443963885	1	-2
204	4	True	0.3323105551506204	3	-2
205	0	True	0.4504175005069404	1	-2
205	2	True	0.32264658640185145	3	-2
205	4	True	0.32110722188560115	3	-2
206	0	True	2.4276071566648625	5	-2
206	2	True	1.9661990836766052	4	-2
206	4	True	1.5791588465596444	5	-2
207	0	True	0.5645147909012663	4	-1
207	2	True	0.3728805076248138	4	-1
207	4	True	0.26376650730416473	4	-1
208	0	True	0.16824643236801293	1	-2
208	2	True	0.3160134605222345	3	-2
208	4	True	0.39972929864491713	3	-2
209	0	True	0.1775521144961148	1	-2
209	2	True	0.3140837135116499	3	-2
209	4	True	0.39448473749080687	3	-2
210	0	True	0.1891069587184555	1	-2
210	2	True	0.3137471013223538	3	-2
210	4	True	0.39010650514644063	3	-2
211	0	True	0.26539111437536284	1	-2
211	2	True	0.3153178586288953	3	-2
211	4	True	0.38763782320291834	3	-2
212	0	True	0.0008834099451333029	0	0
212	2	True	1.2711995941507243e-07	0	0
212	4	True	1.0229077504710218e-70	0	0
213	0	True	0.0008417764738822516	0	0
213	2	True	9.701944023477767e-08	0	0
213	4	True	9.811262565985212e-71	0	0
214	0	True	0.0007977745830068028	0	0
214	2	True	7.171897529583462e-08	0	0
214	4	True	4.6492870048164e-72	0	0
215	0	True	0.0007571928873804845	0	0
215	2	True	5.336459003260119e-08	0	0
215	4	True	5.986090092944984e-71	0	0
216	0	True	0.950706325535377	4	-1
216	2	True	0.8392339604650422	4	-1
216	4	True	0.7551717652906701	4	-1
217	0	True	0.9579771096853082	4	-1
217	2	True	0.8523687414572233	4	-1
217	4	True	0.7723329495543846	4	-1
218	0	True	0.9555522772901355	2	-1
218	2	True	0.8580088488826244	2	-1
218	4	True	0.7838354282680596	3	-1
219	0	True	0.9474612790738801	2	-1
219	2	True	0.8582710869342762	2	-1
219	4	True	0.7903198586402996	3	-1
220	0	True	0.0812917696119915	1	2
220	2	True	0.2972158260854478	2	2
220	4	True	0.30054939941179215	2	2
221	0	True	0.14248322571986613	2	2
221	2	True	0.45517901495075563	1	1
221	4	True	0.4119070569176728	2	1
222	0	True	0.027943378221386574	2	0
222	2	True	0.008153642363810535	2	0
222	4	True	0.001831417108496133	2	0
223	0	True	0.022514399829199894	0	0
223	2	True	0.006643937893745307	0	0
223	4	True	0.0013177326805346422	0	0
224	0	True	0.22021597975974364	1	-2
224	2	True	0.2605195443963885	1	-2
224	4	True	0.3323105551506204	3	-2
225	0	True	0.4504175005069404	1	-2
225	2	True	0.32264658640185145	3	-2
225	4	True	0.32110722188560115	3	-2
226	0	True	2.4276071566648625	5	-2
226	2	True	1.9661990836766052	4	-2
226	4	True	1.5791588465596444	5	-2
227	0	True	0.5645147909012663	4	-1
